"","x"
"1",408
"2",3555
"3",7119
"4",5880
"5",959
"6",6881
"7",6153
"8",8123
"9",4572
"10",7418
"11",5545
"12",254
"13",4848
"14",4971
"15",6043
"16",1049
"17",7192
"18",5439
"19",3651
"20",165
"21",5908
"22",7740
"23",6205
"24",969
"25",7090
"26",6801
"27",8060
"28",8214
"29",4337
"30",5562
"31",5344
"32",2356
"33",1694
"34",2980
"35",4946
"36",7095
"37",584
"38",3023
"39",7141
"40",4371
"41",5543
"42",2723
"43",1797
"44",5459
"45",3748
"46",5479
"47",441
"48",3000
"49",6318
"50",2818
"51",1053
"52",5417
"53",2123
"54",5425
"55",7394
"56",118
"57",2142
"58",1592
"59",85
"60",2136
"61",562
"62",1171
"63",611
"64",7213
"65",2057
"66",2583
"67",6437
"68",1684
"69",8127
"70",7694
"71",7316
"72",2794
"73",6307
"74",5206
"75",169
"76",6509
"77",4073
"78",3108
"79",5676
"80",1861
"81",7430
"82",5167
"83",4717
"84",1659
"85",2537
"86",3061
"87",4596
"88",287
"89",4999
"90",5782
"91",4070
"92",615
"93",5686
"94",1391
"95",6480
"96",3764
"97",5059
"98",5204
"99",6221
"100",4627
"101",2385
"102",5493
"103",5967
"104",6566
"105",4558
"106",1984
"107",4355
"108",2191
"109",7638
"110",251
"111",2572
"112",1646
"113",2158
"114",3673
"115",3635
"116",6141
"117",3292
"118",6271
"119",7660
"120",6691
"121",6011
"122",3372
"123",1406
"124",6836
"125",2594
"126",5177
"127",1236
"128",5123
"129",4663
"130",2645
"131",1875
"132",1288
"133",5751
"134",6962
"135",827
"136",5595
"137",2850
"138",4634
"139",6292
"140",4987
"141",1517
"142",5929
"143",2783
"144",2380
"145",756
"146",2706
"147",3259
"148",4777
"149",4937
"150",7021
"151",8065
"152",2921
"153",7323
"154",7497
"155",5431
"156",114
"157",4681
"158",6584
"159",1877
"160",3620
"161",3326
"162",5061
"163",5018
"164",8273
"165",3223
"166",8107
"167",1714
"168",6966
"169",5052
"170",3222
"171",2091
"172",7333
"173",1426
"174",7581
"175",3099
"176",2906
"177",8122
"178",5828
"179",5820
"180",7601
"181",7935
"182",517
"183",4871
"184",7607
"185",2838
"186",572
"187",4614
"188",7535
"189",8154
"190",1402
"191",5365
"192",218
"193",3413
"194",1532
"195",1899
"196",6615
"197",3734
"198",2734
"199",5669
"200",1015
"201",6673
"202",3981
"203",8149
"204",6392
"205",1266
"206",6727
"207",1046
"208",5907
"209",4116
"210",2095
"211",7868
"212",1058
"213",5976
"214",5498
"215",3606
"216",525
"217",3440
"218",4802
"219",3081
"220",2478
"221",3
"222",3859
"223",660
"224",6982
"225",3970
"226",1355
"227",6974
"228",2950
"229",1054
"230",5480
"231",3463
"232",7948
"233",982
"234",4366
"235",2272
"236",980
"237",2993
"238",6184
"239",3378
"240",2648
"241",1977
"242",7667
"243",795
"244",2865
"245",4616
"246",6286
"247",8017
"248",1605
"249",6250
"250",5283
"251",6301
"252",37
"253",3437
"254",5986
"255",2053
"256",6373
"257",1492
"258",4196
"259",1468
"260",5983
"261",4523
"262",5413
"263",2960
"264",6170
"265",4376
"266",6358
"267",3210
"268",270
"269",1774
"270",1444
"271",1353
"272",3956
"273",6253
"274",5675
"275",6853
"276",447
"277",3492
"278",3485
"279",6485
"280",326
"281",7570
"282",1327
"283",1028
"284",5255
"285",3073
"286",2749
"287",1667
"288",5829
"289",5601
"290",5143
"291",2511
"292",4329
"293",3383
"294",7749
"295",1590
"296",438
"297",4692
"298",651
"299",4705
"300",1796
"301",1013
"302",4172
"303",5031
"304",7626
"305",7434
"306",5566
"307",2888
"308",3389
"309",322
"310",2684
"311",6099
"312",943
"313",8040
"314",3506
"315",6763
"316",552
"317",3869
"318",3773
"319",7754
"320",6203
"321",5171
"322",4632
"323",1366
"324",7344
"325",8233
"326",4563
"327",4081
"328",945
"329",1001
"330",2562
"331",1378
"332",2874
"333",3407
"334",214
"335",3219
"336",6942
"337",4212
"338",1284
"339",7277
"340",1653
"341",6071
"342",369
"343",4011
"344",2025
"345",3731
"346",1535
"347",616
"348",2722
"349",6821
"350",7191
"351",5492
"352",6030
"353",470
"354",3369
"355",4099
"356",7463
"357",7471
"358",6678
"359",5308
"360",1926
"361",8086
"362",173
"363",426
"364",1020
"365",7701
"366",5635
"367",922
"368",7906
"369",5946
"370",2970
"371",1436
"372",3442
"373",1755
"374",6319
"375",5103
"376",5821
"377",3835
"378",4765
"379",6107
"380",3053
"381",296
"382",5628
"383",6842
"384",365
"385",5487
"386",2953
"387",1037
"388",2312
"389",3515
"390",7731
"391",6236
"392",6946
"393",4102
"394",3338
"395",6454
"396",5414
"397",6087
"398",2464
"399",6644
"400",6716
"401",7713
"402",7355
"403",2435
"404",1373
"405",3079
"406",5813
"407",2863
"408",1812
"409",1423
"410",5124
"411",2991
"412",2491
"413",3243
"414",6394
"415",6194
"416",1035
"417",272
"418",2598
"419",4579
"420",4173
"421",508
"422",4211
"423",3903
"424",1855
"425",7172
"426",832
"427",5625
"428",3771
"429",4635
"430",286
"431",5089
"432",5875
"433",7702
"434",3224
"435",593
"436",2536
"437",3538
"438",4838
"439",6779
"440",4440
"441",8027
"442",779
"443",1459
"444",7737
