"","x"
"1",6521
"2",2609
"3",7501
"4",120
"5",6433
"6",7375
"7",3851
"8",2776
"9",617
"10",5429
"11",4259
"12",649
"13",2488
"14",4882
"15",5329
"16",6671
"17",1739
"18",540
"19",5231
"20",6460
"21",3832
"22",6156
"23",827
"24",2899
"25",5706
"26",7701
"27",2410
"28",2057
"29",1197
"30",2578
"31",6204
"32",3985
"33",5600
"34",3573
"35",7316
"36",3597
"37",1308
"38",2036
"39",8189
"40",3542
"41",7251
"42",704
"43",740
"44",2539
"45",3275
"46",3148
"47",2834
"48",270
"49",862
"50",7042
"51",3915
"52",3417
"53",4519
"54",5896
"55",743
"56",2545
"57",7158
"58",4981
"59",7348
"60",3297
"61",7240
"62",7938
"63",158
"64",3992
"65",3943
"66",5627
"67",4300
"68",4363
"69",4011
"70",3986
"71",761
"72",5987
"73",4223
"74",6877
"75",357
"76",3047
"77",5724
"78",7813
"79",2644
"80",2516
"81",5224
"82",7564
"83",3938
"84",4177
"85",1878
"86",442
"87",8177
"88",2264
"89",5705
"90",2116
"91",6170
"92",5501
"93",7212
"94",6127
"95",3581
"96",7575
"97",4118
"98",5170
"99",1373
"100",3587
"101",2193
"102",160
"103",2143
"104",65
"105",4732
"106",4299
"107",8107
"108",7758
"109",3519
"110",4453
"111",7106
"112",4627
"113",8145
"114",1178
"115",293
"116",3319
"117",2566
"118",7891
"119",4295
"120",765
"121",4547
"122",2190
"123",2313
"124",6935
"125",5039
"126",8184
"127",3222
"128",236
"129",3688
"130",3718
"131",1538
"132",6004
"133",5161
"134",7667
"135",5750
"136",938
"137",558
"138",6157
"139",8111
"140",2629
"141",6437
"142",6068
"143",2147
"144",2001
"145",686
"146",742
"147",1703
"148",5926
"149",7913
"150",4001
"151",4167
"152",2938
"153",7517
"154",7706
"155",1060
"156",627
"157",1141
"158",7867
"159",6960
"160",3866
"161",1546
"162",2968
"163",5325
"164",5749
"165",2326
"166",8264
"167",4707
"168",8008
"169",4779
"170",3613
"171",3188
"172",3876
"173",969
"174",4905
"175",3285
"176",3195
"177",4569
"178",4051
"179",2463
"180",4151
"181",6654
"182",2513
"183",2487
"184",5246
"185",7709
"186",2387
"187",7829
"188",8017
"189",6238
"190",7256
"191",4659
"192",8251
"193",1763
"194",7868
"195",2381
"196",5824
"197",114
"198",2249
"199",6726
"200",5450
"201",2426
"202",287
"203",6417
"204",7177
"205",3498
"206",434
"207",2565
"208",4047
"209",2979
"210",1191
"211",4110
"212",2891
"213",6895
"214",3778
"215",404
"216",5035
"217",4608
"218",1270
"219",1128
"220",274
"221",3776
"222",354
"223",135
"224",4618
"225",2606
"226",5556
"227",3843
"228",2235
"229",4076
"230",1206
"231",8262
"232",7961
"233",1069
"234",3224
"235",347
"236",3060
"237",4484
"238",984
"239",2478
"240",4777
"241",2338
"242",7919
"243",3791
"244",4859
"245",5509
"246",8243
"247",3618
"248",619
"249",2192
"250",5561
"251",7818
"252",973
"253",4279
"254",1061
"255",1078
"256",6885
"257",4129
"258",1652
"259",7696
"260",2985
"261",4074
"262",5002
"263",7374
"264",590
"265",3378
"266",2647
"267",4053
"268",5519
"269",5954
"270",3923
"271",1933
"272",1905
"273",3553
"274",5177
"275",1841
"276",7557
"277",7663
"278",7909
"279",2244
"280",2284
"281",3624
"282",6646
"283",3189
"284",1879
"285",7618
"286",5722
"287",5158
"288",5266
"289",1316
"290",7223
"291",933
"292",1335
"293",666
"294",2016
"295",2520
"296",7227
"297",6178
"298",2185
"299",4156
"300",1687
"301",4841
"302",1729
"303",4500
"304",4902
"305",3113
"306",6006
"307",1406
"308",549
"309",3610
"310",4025
"311",5849
"312",317
"313",5952
"314",2766
"315",4429
"316",6448
"317",752
"318",6267
"319",7117
"320",950
"321",1334
"322",2685
"323",263
"324",7436
"325",4993
"326",6378
"327",4309
"328",5249
"329",6222
"330",809
"331",2941
"332",2140
"333",1896
"334",2436
"335",1795
"336",2141
"337",2454
"338",954
"339",8089
"340",163
"341",3884
"342",1899
"343",4635
"344",6538
"345",2654
"346",2040
"347",3393
"348",5719
"349",2865
"350",116
"351",5715
"352",8223
"353",7880
"354",5558
"355",4246
"356",7628
"357",3083
"358",2207
"359",2648
"360",99
"361",3901
"362",1914
"363",6212
"364",1236
"365",7596
"366",1522
"367",5179
"368",5086
"369",3950
"370",3267
"371",5545
"372",5242
"373",5201
"374",724
"375",2625
"376",2392
"377",78
"378",3948
"379",4909
"380",7000
"381",6119
"382",2420
"383",4214
"384",2850
"385",4412
"386",5736
"387",2026
"388",2447
"389",5339
"390",7830
"391",3524
"392",4055
"393",6656
"394",4542
"395",4215
"396",5525
"397",7951
"398",5045
"399",2359
"400",996
"401",2325
"402",813
"403",1855
"404",4758
"405",6292
"406",736
"407",529
"408",4004
"409",4490
"410",5153
"411",4257
"412",8056
"413",3635
"414",7195
"415",3475
"416",5549
"417",4330
"418",725
"419",4166
"420",1369
"421",5756
"422",1645
"423",1360
"424",7476
"425",3273
"426",1038
"427",5134
"428",3984
"429",1792
"430",3407
"431",2138
"432",2774
"433",3723
"434",7040
"435",7949
"436",951
"437",2844
"438",7934
"439",3949
"440",7073
"441",514
"442",8050
"443",5931
"444",136
"445",7826
"446",4916
"447",4192
"448",5331
"449",6467
"450",5128
"451",4377
"452",886
"453",8057
"454",98
"455",7629
"456",1285
"457",1575
"458",7687
"459",6277
"460",977
"461",1196
"462",8238
"463",1307
