"","x"
"1",6845
"2",229
"3",6129
"4",3118
"5",2513
"6",4835
"7",7944
"8",5757
"9",2208
"10",8168
"11",3860
"12",3800
"13",3971
"14",6952
"15",7731
"16",148
"17",3515
"18",1115
"19",4281
"20",3774
"21",6087
"22",6028
"23",2400
"24",7971
"25",3274
"26",7357
"27",645
"28",6566
"29",3298
"30",555
"31",73
"32",6412
"33",7896
"34",627
"35",3355
"36",5353
"37",4735
"38",3699
"39",6537
"40",2176
"41",6143
"42",6168
"43",2271
"44",875
"45",3022
"46",4614
"47",2874
"48",6183
"49",598
"50",179
"51",241
"52",4221
"53",6406
"54",1085
"55",3381
"56",491
"57",6323
"58",2164
"59",306
"60",6107
"61",3116
"62",681
"63",2360
"64",665
"65",734
"66",3178
"67",6556
"68",2007
"69",4394
"70",692
"71",4925
"72",3359
"73",7934
"74",1140
"75",207
"76",814
"77",3617
"78",5748
"79",5265
"80",3958
"81",6667
"82",4140
"83",2125
"84",5612
"85",2474
"86",3726
"87",4012
"88",3716
"89",3597
"90",4501
"91",1064
"92",3427
"93",7534
"94",3681
"95",6111
"96",699
"97",4950
"98",4162
"99",4005
"100",4313
"101",458
"102",8043
"103",1900
"104",442
"105",7475
"106",4955
"107",2778
"108",6463
"109",2621
"110",492
"111",7269
"112",1011
"113",4069
"114",3110
"115",214
"116",6531
"117",3265
"118",5890
"119",7430
"120",4063
"121",8145
"122",3103
"123",5028
"124",2113
"125",7991
"126",5726
"127",680
"128",4701
"129",4282
"130",4384
"131",3058
"132",6782
"133",5697
"134",7058
"135",7380
"136",7590
"137",5329
"138",3310
"139",3074
"140",5559
"141",1784
"142",4092
"143",8092
"144",4139
"145",5949
"146",6638
"147",2422
"148",2753
"149",7502
"150",7346
"151",185
"152",4032
"153",4160
"154",7562
"155",2483
"156",4902
"157",2414
"158",2003
"159",7868
"160",1980
"161",1413
"162",3315
"163",868
"164",5642
"165",1076
"166",2803
"167",3393
"168",3583
"169",3727
"170",3687
"171",8061
"172",463
"173",3693
"174",6707
"175",4651
"176",2610
"177",5837
"178",4146
"179",5416
"180",4204
"181",774
"182",3531
"183",4716
"184",1313
"185",2837
"186",5467
"187",5786
"188",942
"189",6496
