"","x"
"1",6350
"2",41
"3",2040
"4",3494
"5",3574
"6",17
"7",4027
"8",3539
"9",6702
"10",1739
"11",1792
"12",1743
"13",4188
"14",5683
"15",725
"16",1001
"17",768
"18",5449
"19",2295
"20",5567
"21",3678
"22",5865
"23",5670
"24",3422
"25",1956
"26",7030
"27",5261
"28",2
"29",3024
"30",5050
"31",1523
"32",2940
"33",4340
"34",6912
"35",4458
"36",1482
"37",185
"38",5242
"39",6277
"40",6932
"41",4557
"42",2381
"43",2734
"44",7525
"45",6570
"46",107
"47",3335
"48",4638
"49",5776
"50",5775
"51",7900
"52",394
"53",7680
"54",8020
"55",1920
"56",265
"57",2237
"58",2603
"59",7757
"60",630
"61",8092
"62",7473
"63",1059
"64",4613
"65",796
"66",2638
"67",864
"68",7344
"69",1598
"70",8107
"71",2799
"72",6333
"73",313
"74",4595
"75",3375
"76",1303
"77",3658
"78",7309
"79",4232
"80",2524
"81",899
"82",4756
"83",2238
"84",5430
"85",2210
"86",715
"87",2947
"88",3525
"89",2573
"90",2544
"91",5143
"92",5973
"93",2304
"94",5348
"95",7444
"96",4656
"97",323
"98",2934
"99",4473
"100",1502
"101",5707
"102",7529
"103",5053
"104",4895
"105",6884
"106",6812
"107",3514
"108",5152
"109",7847
"110",99
"111",2425
"112",2722
"113",5216
"114",6099
"115",3860
"116",161
"117",14
"118",4892
"119",409
"120",5770
"121",1092
"122",7745
"123",2823
"124",3313
"125",5920
"126",4417
"127",1289
"128",1565
"129",4618
"130",3734
"131",2263
"132",4767
"133",4671
"134",3918
"135",340
"136",5842
"137",7712
"138",7099
"139",2435
"140",5413
"141",1704
"142",6163
"143",2387
"144",7035
"145",5432
"146",6891
"147",885
"148",6848
"149",3055
"150",1934
"151",3485
"152",1331
"153",5528
"154",3339
"155",6508
"156",19
"157",7037
"158",6815
"159",831
"160",7798
"161",7960
"162",322
"163",3965
"164",6453
"165",1264
"166",5471
"167",5222
"168",2657
"169",1489
"170",1230
"171",103
"172",7772
"173",1816
"174",6939
"175",3483
"176",4000
"177",1931
"178",7452
"179",2390
"180",4369
"181",516
"182",2881
"183",4355
"184",6738
"185",4213
"186",1668
"187",162
"188",231
"189",7394
"190",5400
"191",857
"192",3254
"193",4941
"194",4036
"195",7104
"196",7168
"197",5237
"198",1671
"199",1256
"200",5573
"201",1773
"202",8104
"203",7692
"204",7599
"205",5535
"206",5764
"207",3265
"208",3162
"209",5667
"210",1957
"211",2907
"212",4578
"213",3206
"214",5921
"215",1374
"216",5874
"217",4628
"218",2442
"219",3867
"220",5037
"221",5778
"222",1127
"223",3546
"224",900
"225",1228
"226",6404
"227",2207
"228",7587
"229",2378
"230",649
"231",2527
"232",3907
"233",6343
"234",7129
"235",1623
"236",6036
"237",3627
"238",116
"239",4293
"240",7326
"241",4495
"242",7537
"243",7189
"244",6167
"245",418
"246",1761
"247",7286
"248",4203
"249",7561
"250",560
"251",1786
"252",5486
"253",3234
"254",4704
"255",3987
"256",426
"257",5783
"258",6556
"259",38
"260",5070
"261",7124
"262",34
"263",8271
"264",4014
"265",3557
"266",3904
"267",3410
"268",4100
"269",6149
"270",2703
"271",1088
"272",3739
"273",4858
"274",1244
"275",2253
"276",2579
"277",4531
"278",8158
"279",5425
"280",7723
"281",1602
"282",983
"283",4153
"284",2297
"285",5414
"286",4456
"287",1100
"288",3238
"289",4744
"290",4181
"291",2077
"292",2855
"293",7636
"294",2862
"295",7388
"296",7652
"297",6413
"298",5287
"299",7374
"300",3250
"301",2326
"302",3773
"303",3092
"304",3423
"305",1631
"306",4596
"307",1974
"308",564
"309",6553
"310",5293
"311",6015
"312",924
"313",4455
"314",5174
"315",2406
"316",6756
"317",7314
"318",4012
"319",6310
"320",4768
"321",1779
"322",624
"323",5716
"324",3979
"325",5551
"326",3112
"327",7148
"328",5963
"329",5797
"330",5056
"331",3260
"332",1010
"333",5445
"334",1944
"335",5088
"336",4515
"337",3403
"338",1826
"339",6110
"340",6902
"341",7618
"342",3309
"343",7874
"344",568
"345",1342
"346",1717
"347",7280
"348",954
"349",2839
"350",3381
"351",4689
"352",7336
"353",2587
"354",2131
"355",3361
"356",6456
"357",3001
"358",2921
"359",4035
"360",222
"361",1747
"362",2502
"363",6861
"364",1907
"365",5868
"366",8105
"367",1637
"368",2479
"369",5153
"370",278
"371",5469
"372",4828
"373",5970
"374",5211
"375",156
"376",8017
"377",7468
"378",7961
"379",6913
"380",2906
"381",2321
"382",6619
"383",4835
"384",282
"385",3353
"386",4382
"387",6460
"388",7913
"389",3515
"390",5893
"391",6599
"392",4120
"393",5439
"394",1257
"395",2003
"396",4461
"397",6143
"398",5934
"399",3628
"400",7019
"401",2354
"402",1601
"403",8129
"404",6621
"405",4805
"406",3944
"407",3984
"408",4111
"409",2817
"410",4277
"411",895
"412",6907
"413",2232
"414",6909
"415",6254
"416",6956
"417",6935
"418",6029
"419",7428
"420",1159
"421",4166
"422",2004
"423",3371
"424",1619
"425",3146
"426",7508
"427",6624
"428",1994
"429",478
"430",7763
"431",5632
"432",4561
"433",6002
"434",3657
"435",4051
"436",2667
"437",6872
"438",4734
"439",6377
"440",1734
"441",4445
"442",5032
"443",4239
"444",2155
"445",7058
"446",178
"447",7595
"448",3738
"449",5948
"450",7441
"451",7832
"452",5318
"453",6345
"454",7306
"455",8258
"456",6943
"457",3660
"458",8245
"459",7158
"460",6958
"461",2732
"462",6235
"463",721
"464",2811
"465",5515
"466",7685
"467",1574
"468",4772
"469",6152
"470",3326
"471",7547
"472",2255
"473",6541
"474",4062
"475",7204
"476",7221
"477",7693
"478",4479
"479",7793
"480",4697
"481",3449
"482",6689
"483",5648
"484",4934
"485",1011
"486",6124
"487",5565
"488",832
"489",519
"490",7231
"491",4754
"492",1694
"493",6645
"494",1693
"495",1054
"496",7531
"497",6132
"498",1561
"499",299
"500",8217
"501",7543
"502",4147
"503",1287
"504",5100
"505",1987
"506",3697
"507",708
"508",752
