"","x"
"1",6111
"2",3155
"3",6915
"4",7638
"5",1980
"6",2565
"7",2160
"8",2355
"9",5985
"10",2205
"11",4910
"12",3345
"13",1717
"14",6621
"15",440
"16",6004
"17",1720
"18",7392
"19",2541
"20",4972
"21",1374
"22",6909
"23",8030
"24",3818
"25",1120
"26",4655
"27",4693
"28",3956
"29",1351
"30",4418
"31",6933
"32",8128
"33",674
"34",4878
"35",2231
"36",1394
"37",2685
"38",3586
"39",198
"40",2679
"41",554
"42",4556
"43",5649
"44",6983
"45",2576
"46",954
"47",4067
"48",1803
"49",3963
"50",2053
"51",2299
"52",1938
"53",2848
"54",5373
"55",1994
"56",5601
"57",741
"58",3739
"59",1454
"60",4731
"61",4130
"62",3623
"63",2494
"64",747
"65",4787
"66",1251
"67",277
"68",1796
"69",6005
"70",1007
"71",7768
"72",4377
"73",6230
"74",5970
"75",5661
"76",4553
"77",6368
"78",5736
"79",4485
"80",915
"81",7593
"82",2845
"83",5622
"84",326
"85",6784
"86",1176
"87",6643
"88",1364
"89",6518
"90",7104
"91",2215
"92",806
"93",3848
"94",5395
"95",3337
"96",1148
"97",7983
"98",1922
"99",4375
"100",8108
"101",4510
"102",8184
"103",2257
"104",7568
"105",34
"106",283
"107",6764
"108",20
"109",877
"110",1501
"111",4739
"112",6083
"113",6885
"114",3944
"115",200
"116",5949
"117",7643
"118",856
"119",6816
"120",5495
"121",7851
"122",878
"123",2830
"124",6561
"125",7318
"126",4303
"127",7567
"128",3629
"129",4531
"130",7118
"131",4937
"132",3346
"133",7197
"134",521
"135",2370
"136",7251
"137",47
"138",6071
"139",7562
"140",738
"141",2323
"142",6989
"143",2600
"144",4588
"145",7884
"146",1822
"147",6717
"148",7366
"149",1807
"150",8069
"151",1011
"152",2207
"153",972
"154",509
"155",7241
"156",2939
"157",778
"158",4495
"159",4153
"160",4582
"161",3550
"162",7518
"163",7569
"164",3007
"165",5111
"166",1733
"167",3936
"168",6425
"169",7084
"170",5965
"171",5523
"172",8244
"173",6814
"174",7094
"175",5101
"176",3415
"177",6337
"178",6427
"179",2797
"180",407
"181",1159
"182",7506
"183",3763
"184",7970
"185",8227
"186",1320
"187",3992
"188",8272
"189",6362
"190",2874
"191",3419
"192",8211
"193",7010
"194",8041
"195",5558
"196",5646
"197",2329
"198",4763
"199",3776
"200",873
"201",5371
"202",4127
"203",1232
"204",6789
"205",430
"206",5274
"207",4660
"208",7029
"209",6130
"210",959
"211",3897
"212",3905
"213",7713
"214",1507
"215",4382
"216",15
"217",1060
"218",6451
"219",1943
"220",4875
"221",6545
"222",2317
"223",8258
"224",2320
"225",6106
"226",7559
"227",140
"228",7594
"229",4957
"230",8215
"231",4610
"232",3413
"233",399
"234",1186
"235",3962
"236",958
"237",272
"238",3291
"239",456
"240",5697
"241",3762
"242",4508
"243",4373
"244",894
"245",6868
"246",5050
"247",1479
"248",2705
"249",111
"250",5863
"251",7628
"252",519
"253",637
"254",7065
"255",7108
"256",7137
"257",7987
"258",6197
"259",5335
"260",5781
"261",1760
"262",4918
"263",5839
"264",6257
"265",3772
"266",970
"267",1745
"268",5899
"269",6727
"270",172
"271",6323
"272",6825
"273",1088
"274",713
"275",7654
"276",7986
"277",628
"278",8165
"279",1449
"280",4928
"281",7034
"282",2508
"283",156
"284",4984
"285",5450
"286",2111
"287",1308
"288",6079
"289",2788
"290",5177
"291",3036
"292",1261
"293",2561
"294",1712
"295",1566
"296",2078
"297",844
"298",1586
"299",3336
"300",2584
"301",5569
"302",4745
"303",4934
"304",1981
"305",4619
"306",2361
"307",1888
"308",4297
"309",6409
"310",7875
"311",6750
"312",7857
"313",3432
"314",7897
"315",6123
"316",487
"317",5549
"318",1428
"319",1755
"320",178
"321",3694
"322",7894
"323",4541
"324",7835
"325",7845
"326",7185
"327",350
"328",5769
"329",1248
"330",5086
"331",483
"332",7221
"333",1509
"334",1034
"335",6289
"336",268
"337",4789
"338",7600
"339",1769
"340",1098
"341",4365
"342",5548
"343",4601
"344",4479
"345",6999
"346",1734
"347",1056
"348",2716
"349",1200
"350",2952
"351",5666
"352",2505
"353",6255
"354",457
"355",1684
"356",414
"357",1163
"358",4398
"359",7618
"360",7772
"361",2124
"362",1153
"363",5726
"364",1537
"365",6899
"366",2378
"367",317
"368",5823
"369",3935
"370",2367
"371",7630
"372",5764
"373",1834
"374",3321
"375",3082
"376",5194
"377",5315
"378",5449
"379",2061
"380",6961
"381",4524
"382",1799
"383",327
"384",7806
"385",4997
"386",7603
"387",1599
"388",7209
"389",7299
"390",4821
"391",6934
"392",4036
"393",6188
"394",1026
"395",2499
"396",7402
"397",7782
"398",8050
"399",1996
"400",7471
"401",530
"402",91
"403",7304
"404",1813
"405",7125
"406",8020
"407",3938
"408",2108
"409",4195
"410",919
"411",7622
"412",2375
"413",4530
"414",8208
"415",2933
"416",6540
"417",759
"418",6777
"419",3428
"420",7679
"421",1517
"422",321
"423",7916
"424",7146
"425",7165
"426",1702
"427",755
"428",1558
"429",4063
"430",1765
"431",3602
"432",290
"433",3120
"434",4278
"435",5873
"436",3777
"437",7472
"438",505
"439",6032
"440",1770
"441",3054
"442",5425
"443",1149
"444",1365
"445",3384
"446",7334
"447",3255
"448",6964
"449",4589
"450",7856
"451",5134
"452",7040
"453",8135
"454",43
"455",4825
"456",73
"457",6356
"458",7071
"459",2702
"460",3914
"461",7153
"462",6813
"463",6616
"464",5707
"465",6930
"466",276
"467",1440
"468",7668
"469",7394
"470",8210
"471",564
"472",3500
"473",3472
"474",4162
"475",7609
"476",1730
"477",3356
"478",7579
"479",2931
"480",5784
"481",4026
"482",2538
"483",6520
"484",4604
"485",5832
"486",5541
"487",159
"488",5267
"489",4411
"490",7808
"491",2869
"492",939
"493",1659
"494",8274
"495",3442
"496",4005
"497",6638
"498",1475
"499",1332
"500",7158
"501",6761
"502",6008
"503",2037
"504",7674
"505",6697
"506",3645
"507",4072
"508",6936
"509",3824
"510",6701
"511",5213
"512",3986
"513",4018
"514",5645
"515",1234
"516",4975
"517",2336
"518",6143
"519",1832
"520",5242
"521",7187
"522",6000
"523",6935
"524",7106
"525",5928
"526",1608
"527",2743
"528",6527
"529",941
"530",8162
"531",3516
"532",2455
"533",2940
"534",5714
"535",5119
"536",736
"537",5792
"538",5460
"539",5867
"540",1117
"541",7952
"542",3861
"543",3851
"544",6787
"545",4665
"546",1833
"547",6054
"548",6065
"549",2438
"550",3677
"551",7269
"552",8203
"553",7091
"554",3967
"555",8008
"556",616
"557",5257
"558",7019
"559",3190
"560",577
"561",1857
"562",7053
"563",1668
"564",472
"565",5884
"566",1541
"567",2012
"568",4413
"569",5298
"570",1774
"571",8101
"572",1471
"573",7468
"574",3523
"575",3927
"576",2723
"577",3835
"578",4664
"579",854
"580",7109
"581",2463
"582",2374
"583",2942
"584",6630
"585",573
"586",7180
"587",5160
"588",504
"589",5931
"590",4715
"591",8202
"592",7171
"593",6741
"594",5938
"595",3316
"596",7203
"597",6733
"598",7277
"599",950
"600",85
"601",3770
"602",5630
"603",8183
"604",2669
"605",8223
"606",2964
"607",8112
"608",2269
"609",4498
"610",7624
"611",502
"612",5789
"613",2537
"614",8250
"615",4263
"616",1146
"617",230
"618",6660
"619",2521
"620",6095
"621",7264
"622",4403
"623",5920
"624",3738
"625",4521
"626",476
"627",1247
"628",1139
"629",5056
"630",3672
"631",744
"632",7075
"633",5747
"634",3606
"635",2180
"636",1058
"637",6109
"638",2402
"639",53
"640",6739
"641",601
"642",7688
"643",1047
"644",5889
"645",1216
"646",1089
"647",19
"648",3317
"649",3834
"650",4538
"651",3687
"652",1466
"653",6238
"654",288
"655",1368
"656",8023
"657",7819
"658",2007
"659",6081
"660",4966
