"","x"
"1",7902
"2",6258
"3",7190
"4",7084
"5",5002
"6",7253
"7",4770
"8",5820
"9",4641
"10",3319
"11",4711
"12",7770
"13",2210
"14",6409
"15",3901
"16",643
"17",8215
"18",4240
"19",2164
"20",5746
"21",7982
"22",2014
"23",8090
"24",1214
"25",2836
"26",3949
"27",6589
"28",2537
"29",6528
"30",2558
"31",3231
"32",953
"33",497
"34",5520
"35",6049
"36",2743
"37",5749
"38",3070
"39",2791
"40",2533
"41",7615
"42",6101
"43",5743
"44",2654
"45",5622
"46",4479
"47",693
"48",7606
"49",5847
"50",7637
"51",7098
"52",2772
"53",6360
"54",4850
"55",493
"56",3371
"57",5393
"58",1788
"59",5670
"60",7909
"61",4718
"62",6838
"63",6882
"64",3566
"65",5328
"66",5414
"67",152
"68",1325
"69",2204
"70",6079
"71",4322
"72",1682
"73",4219
"74",6501
"75",371
"76",6812
"77",6262
"78",7297
"79",7006
"80",1845
"81",3297
"82",2095
"83",4140
"84",2186
"85",223
"86",6519
"87",8094
"88",4265
"89",4829
"90",7784
"91",3828
"92",1250
"93",289
"94",7946
"95",754
"96",7991
"97",659
"98",75
"99",4066
"100",3063
"101",1796
"102",3008
"103",1692
"104",8079
"105",1856
"106",1499
"107",4363
"108",798
"109",8182
"110",2807
"111",5826
"112",63
"113",6207
"114",3305
"115",81
"116",3864
"117",414
"118",293
"119",7077
"120",5172
"121",2679
"122",2300
"123",6686
"124",3101
"125",5128
"126",3057
"127",4318
"128",6324
"129",7750
"130",2433
"131",6399
"132",6192
"133",7804
"134",804
"135",5543
"136",5171
"137",793
"138",6799
"139",3166
"140",4893
"141",3498
"142",4604
"143",7312
"144",1377
"145",6003
"146",1314
"147",6242
"148",2952
"149",1447
"150",4028
"151",1576
"152",1387
"153",5235
"154",5149
"155",8256
"156",3859
"157",189
"158",6695
"159",1919
"160",3744
"161",6305
"162",5890
"163",3474
"164",1495
"165",1453
"166",3707
"167",5239
"168",4772
"169",2216
"170",3947
"171",4561
"172",7377
"173",1164
"174",3671
"175",1948
"176",3982
"177",1535
"178",6159
"179",8208
"180",1185
"181",7249
"182",2850
"183",6830
"184",5001
"185",7958
"186",4835
"187",7856
"188",1379
"189",1142
"190",5726
"191",3953
"192",58
"193",7679
"194",864
"195",34
"196",5283
"197",7473
"198",3404
"199",1434
"200",8259
"201",219
"202",1513
"203",3917
"204",2292
"205",6247
"206",4317
"207",5165
