"","x"
"1",4033
"2",2467
"3",6918
"4",5530
"5",812
"6",562
"7",2877
"8",1176
"9",6532
"10",3779
"11",3756
"12",5961
"13",7164
"14",2713
"15",7483
"16",2815
"17",7497
"18",5644
"19",993
"20",2370
"21",1683
"22",3716
"23",5024
"24",3373
"25",1251
"26",575
"27",131
"28",1077
"29",6519
"30",3243
"31",7713
"32",8266
"33",6466
"34",3885
"35",5654
"36",4558
"37",7745
"38",3884
"39",834
"40",5556
"41",5394
"42",1215
"43",722
"44",296
"45",6613
"46",2288
"47",7852
"48",8066
"49",3966
"50",5969
"51",2732
"52",4675
"53",7905
"54",2704
"55",4078
"56",1610
"57",4118
"58",2700
"59",363
"60",7914
"61",3990
"62",5479
"63",7687
"64",8225
"65",4454
"66",5678
"67",609
"68",7161
"69",6523
"70",1656
"71",6389
"72",6033
"73",3857
"74",5672
"75",4854
"76",5646
"77",6194
"78",7367
"79",1998
"80",4706
"81",6000
"82",5138
"83",1030
"84",1018
"85",6769
"86",7057
"87",7442
"88",972
"89",2929
"90",7257
"91",6463
"92",2250
"93",1508
"94",7358
"95",2588
"96",1151
"97",545
"98",7600
"99",7933
"100",5985
"101",7646
"102",2500
"103",5823
"104",4997
"105",1143
"106",1929
"107",8040
"108",4688
"109",1034
"110",2408
"111",959
"112",5792
"113",6178
"114",7440
"115",5862
"116",3303
"117",7533
"118",5507
"119",1459
"120",7743
"121",592
"122",2981
"123",2147
"124",2504
"125",2562
"126",7462
"127",1873
"128",6182
"129",2565
"130",2207
"131",2307
"132",6290
"133",8142
"134",4294
"135",5910
"136",3466
"137",1160
"138",6188
"139",4416
"140",4913
"141",6190
"142",2454
"143",4908
"144",7031
"145",7344
"146",2060
"147",576
"148",3406
"149",5063
"150",503
"151",3711
"152",5248
"153",1481
"154",2865
"155",5233
"156",3197
"157",7934
"158",2226
"159",4548
"160",7218
"161",816
"162",2419
"163",5780
"164",1545
"165",3005
"166",5833
"167",3165
"168",4403
"169",431
"170",5192
"171",347
"172",4341
"173",668
"174",237
"175",1510
"176",6475
"177",3023
"178",6158
"179",2211
"180",6706
"181",3441
"182",5275
"183",470
"184",6784
"185",7578
"186",6126
"187",2145
"188",5903
"189",6402
"190",1487
"191",7623
"192",2550
"193",5995
"194",3634
"195",1116
"196",2616
"197",706
"198",6318
"199",4273
"200",6679
"201",3217
"202",350
"203",3923
"204",4439
"205",6368
"206",7585
"207",3754
"208",6311
"209",3611
"210",4745
"211",3205
"212",273
"213",6693
"214",6218
"215",1218
"216",4135
"217",1600
"218",3654
"219",4180
"220",1400
"221",3946
"222",5561
"223",2584
"224",2939
"225",6634
"226",1512
"227",7590
"228",4427
"229",4311
"230",1458
"231",144
"232",1839
"233",5169
"234",3546
"235",3259
"236",3200
"237",6241
"238",4725
"239",4369
"240",848
"241",1144
"242",2728
"243",5621
"244",4450
"245",8127
"246",2430
"247",7681
"248",1794
"249",1399
"250",85
"251",464
"252",2643
"253",5096
"254",478
"255",6962
"256",3156
"257",4072
"258",957
"259",3382
"260",8219
"261",1121
"262",2902
"263",2012
"264",1242
"265",7476
"266",2969
"267",5009
"268",4956
"269",6662
"270",357
"271",1823
"272",5426
"273",1554
"274",4726
"275",3099
"276",8005
"277",3326
"278",6173
"279",2654
"280",8012
"281",6088
"282",3304
"283",3008
"284",4234
"285",4541
"286",1867
"287",2621
"288",2364
"289",3140
"290",318
"291",2204
"292",6988
"293",6205
"294",1300
"295",536
"296",968
"297",4128
"298",4751
"299",1567
"300",2646
"301",3630
"302",1930
"303",1222
"304",4765
"305",4470
"306",11
"307",6990
"308",3832
"309",7755
"310",2549
"311",3456
"312",3346
"313",3278
"314",5243
"315",6152
"316",3495
"317",8259
"318",5549
"319",1525
"320",1934
"321",1334
"322",2456
"323",8160
"324",8202
"325",8034
"326",2484
"327",7592
"328",1658
"329",2866
"330",2065
"331",1782
"332",1973
"333",7847
"334",1990
"335",2232
"336",2974
"337",7430
"338",2445
"339",2446
"340",1123
"341",1260
"342",2308
"343",241
"344",7806
"345",7318
"346",5151
"347",4719
"348",1221
"349",115
"350",2733
"351",7679
"352",4271
"353",4683
"354",505
"355",8028
"356",5261
"357",1836
"358",1849
"359",2712
"360",3378
"361",2253
"362",1523
"363",4799
"364",8114
"365",3159
"366",4508
"367",656
"368",6562
"369",3978
"370",3828
"371",7821
"372",4239
"373",7498
"374",6660
"375",6628
"376",4789
"377",48
"378",5650
"379",122
"380",6937
"381",4516
"382",3163
"383",1587
"384",2964
"385",977
"386",5083
"387",1604
"388",7864
"389",6901
"390",3028
"391",6759
"392",3701
"393",3457
"394",4353
"395",5615
"396",7156
"397",6460
"398",7040
"399",5224
"400",3046
"401",938
"402",8011
"403",5861
"404",7444
"405",652
"406",1759
"407",918
"408",4887
"409",7069
"410",4296
"411",558
"412",7071
"413",3552
"414",366
"415",3812
"416",3727
"417",5859
"418",1978
"419",7773
"420",221
"421",5221
"422",1563
"423",7311
"424",2957
"425",3480
"426",1517
"427",8192
"428",3034
"429",3335
"430",2629
"431",5129
"432",5326
"433",3798
"434",2720
"435",4298
"436",4796
"437",2043
"438",686
"439",2691
"440",5783
"441",185
"442",3823
"443",5955
"444",1646
"445",980
"446",4043
"447",6200
"448",3776
"449",3123
"450",8135
"451",7388
"452",6766
"453",2942
"454",1605
"455",4605
"456",1713
"457",195
"458",4382
"459",1194
"460",3576
"461",2879
"462",7951
"463",158
"464",4824
"465",3337
"466",555
"467",4195
"468",7303
"469",219
"470",4378
"471",659
"472",292
"473",3967
"474",5737
"475",2898
"476",5331
"477",6526
"478",5723
"479",5614
"480",6109
"481",6627
"482",7286
"483",2088
"484",6638
"485",1470
"486",2622
"487",825
"488",5505
"489",6225
