"","x"
"1",4405
"2",5985
"3",402
"4",2774
"5",186
"6",6293
"7",5596
"8",514
"9",487
"10",5554
"11",1852
"12",2562
"13",1771
"14",7391
"15",1406
"16",2036
"17",5702
"18",3783
"19",4305
"20",1237
"21",7901
"22",6007
"23",6356
"24",3160
"25",4808
"26",7461
"27",5421
"28",7196
"29",1580
"30",8063
"31",6789
"32",4571
"33",560
"34",5091
"35",1384
"36",2106
"37",3714
"38",7188
"39",6196
"40",868
"41",7589
"42",2679
"43",5225
"44",6518
"45",4000
"46",3429
"47",4410
"48",7203
"49",5883
"50",4763
"51",5058
"52",4349
"53",1447
"54",7429
"55",1330
"56",7111
"57",6713
"58",5836
"59",5086
"60",1968
"61",6339
"62",3847
"63",5438
"64",3154
"65",3960
"66",6707
"67",6438
"68",3130
"69",3821
"70",7256
"71",1322
"72",7667
"73",39
"74",4044
"75",6186
"76",1332
"77",3988
"78",2555
"79",5262
"80",4810
"81",8099
"82",1201
"83",1764
"84",2891
"85",4595
"86",5290
"87",6305
"88",3413
"89",2314
"90",1488
"91",5533
"92",3691
"93",2120
"94",2447
"95",5307
"96",3114
"97",140
"98",7684
"99",4663
"100",7720
"101",8049
"102",7583
"103",5010
"104",5789
"105",3584
"106",7190
"107",1728
"108",2068
"109",7428
"110",1566
"111",5742
"112",5417
"113",1995
"114",1434
"115",7858
"116",748
"117",6608
"118",5398
"119",8138
"120",3221
"121",977
"122",7067
"123",3416
"124",3896
"125",555
"126",1681
"127",3719
"128",3840
"129",3541
"130",1484
"131",5026
"132",7318
"133",6140
"134",5733
"135",6323
"136",5132
"137",6064
"138",8153
"139",2123
"140",7849
"141",2978
"142",4058
"143",6012
"144",2860
"145",6133
"146",3366
"147",2498
"148",3043
"149",2231
"150",1859
"151",1592
"152",955
"153",5656
"154",1595
"155",5497
"156",5857
"157",384
"158",5146
"159",1952
"160",2956
"161",2591
"162",5280
"163",1404
"164",4106
"165",4168
"166",3644
"167",630
"168",4621
"169",7952
"170",192
"171",2487
"172",2983
"173",2046
"174",7439
"175",1075
"176",7499
"177",5084
"178",5401
"179",3407
"180",3477
"181",6245
"182",81
"183",4214
"184",4735
"185",3482
"186",4607
"187",6918
"188",5439
"189",3377
"190",1874
"191",428
"192",6093
"193",164
"194",6060
"195",8219
"196",7241
"197",8102
"198",3414
"199",5708
"200",3348
"201",7927
"202",6250
"203",6436
"204",7624
"205",4560
"206",7246
"207",4671
"208",1420
"209",2728
"210",52
"211",4479
"212",3860
"213",6313
"214",2445
"215",78
"216",488
"217",3629
"218",4206
"219",1025
"220",4028
"221",5197
"222",1326
"223",71
"224",3767
"225",3761
"226",4071
"227",2443
"228",8011
"229",7516
"230",5696
"231",4357
"232",1062
"233",6546
"234",1206
"235",1762
"236",1588
"237",5660
"238",6423
"239",7057
"240",6028
"241",6572
"242",5482
"243",2344
"244",8007
"245",3358
"246",6534
"247",3239
"248",3642
"249",6055
"250",4125
"251",4487
"252",444
"253",1789
"254",4567
"255",2152
"256",131
"257",4742
"258",378
"259",7070
"260",5345
"261",571
"262",3546
"263",8013
"264",2427
"265",6723
"266",1262
"267",3338
"268",5726
"269",3252
"270",3285
"271",7364
"272",4925
"273",907
"274",5686
"275",1637
"276",6961
"277",4546
"278",6846
"279",3653
"280",2892
"281",3462
"282",5371
"283",4323
"284",1964
"285",7829
"286",7343
"287",2069
"288",1235
"289",8012
"290",224
"291",3765
"292",8210
"293",4826
"294",979
"295",3787
"296",2201
"297",1625
"298",2653
"299",5241
"300",2412
"301",6434
"302",5173
"303",1924
"304",1534
"305",4039
"306",3129
"307",4189
"308",376
"309",3706
"310",3636
"311",5100
"312",2211
"313",1452
"314",5273
"315",2639
"316",2217
"317",5605
"318",3346
"319",4987
"320",4543
"321",865
"322",1150
"323",6720
"324",5835
"325",4953
"326",6966
"327",1936
"328",5628
"329",7006
"330",3357
"331",7947
"332",6885
"333",31
"334",6437
"335",3953
"336",7327
"337",707
"338",6228
"339",173
"340",2249
"341",2279
"342",4897
"343",6111
"344",6739
"345",3916
"346",1607
"347",2299
"348",400
"349",4463
"350",6758
"351",6495
"352",4228
"353",1923
"354",2822
"355",6903
"356",2870
"357",2802
"358",7821
"359",8216
"360",2552
